source,lang-source,author,license,sme-reviewed,premium,lang-source-dict,id
Soulte,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Somme d'argent qui doit être payée par celui qui, à l'occasion d’un partage, reçoit un lot d'une valeur plus élevée que celle à laquelle ses droits lui permettent de prétendre.",bba8d93e-5cb7-46c5-af07-cb14f2945f05
Sous-location,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Contrat par lequel le locataire donne en location tout ou partie de son logement à une autre personne. Il reste locataire du bailleur tout en devenant le bailleur de son sous-locataire.,3f164497-4ce6-48b5-977a-a25df531ebd0
Souscripteur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne qui conclut le contrat avec l'assureur. Aussi appelé contractant.,81cd49e6-4098-4860-b3ac-dfe5bd2419f2
Souscription d'une déclaration de nationalité française,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Signature de la déclaration de nationalité française par le demandeur.,2669d667-f8ad-4257-baeb-dcc60ca8ebc1
SPIP,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Service pénitentiaire d'insertion et de probation.,5307dc6d-07d1-474b-a2af-26d68552054a
Statut particulier,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Ensemble des règles applicables en matière de recrutement, d'avancement, de promotion, de rémunération, etc., à tous les fonctionnaires membres d'un même corps ou cadre d'emplois.",fdb46402-b7d6-4399-ac3b-88cc8d43fbb9
Subrogé curateur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne désignée par le conseil de famille pour assister la personne protégée lorsque les intérêts de celle-ci sont en opposition avec ceux du curateur. Elle a une obligation de contrôle sur la gestion du curateur.,5ef1fbc9-a94d-4fb7-975d-1347ce658a4d
Subrogé tuteur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne désignée par le conseil de famille pour représenter la personne protégée lorsque les intérêts de celle-ci sont en opposition avec ceux du tuteur. Elle a une obligation de contrôle sur la gestion du tuteur.,356b1ea7-f3d4-4d17-b73f-2caa6c7147fe
Subsides,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Somme d'argent versée à titre de secours.,845f2479-65d7-49d2-ab97-42a2ae4e49f7
Subsistance,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Survie.,d3e10696-30f6-4fb4-8607-9124abb9f407
Sujétion,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Contrainte, astreinte, nécessité, obligation, soumission.",23e0d787-9c6e-46a0-9687-48505e0db716
Sursis probatoire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Mesure qui suspend, totalement ou partiellement, l’exécution d’une peine d’emprisonnement, à condition que le condamné respecte les obligations et interdictions qui lui sont fixées par le tribunal.",daca8c94-4971-456b-a73f-e9af80ab864e
Surendettement,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Une personne en surendettement est dans l'impossibilité de faire face à l'ensemble de ses dettes non professionnelles.,a0b2c82e-658e-44ca-ad90-c630638c50d8
Surface corrigée,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Surface réelle du logement après application de coefficients tenant compte notamment de l'état du logement, de ses équipements et de sa situation géographique.",071507da-14ab-4fc4-9711-29f49f9cfc61
Surface de plancher d'une construction,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Somme des surfaces de plancher closes et couvertes, sous une hauteur de plafond supérieure à 1,80 mètre, calculée à partir du nu intérieur des façades du bâtiment excluant ainsi les épaisseurs correspondant à l'isolation.",4424f913-4c55-4750-9bf9-8a432ca691f4
Surface habitable des logements,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Surface au sol déduction faite des murs, cloisons, marches et cages d'escaliers, gaines, embrasures de portes et de fenêtres, parties de locaux d'une hauteur inférieure à 1,8 mètre. Certains espaces sont exclus : garage, cave, terrasse, balcon...",79f1d7b0-1d7c-4ba3-b6bd-f85fa8e590a7
Sursis à statuer,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Décision du juge de suspendre la procédure, dans l'attente de l'accomplissement d'une formalité ou jusqu'à ce que soit rendue la décision d'un autre tribunal.",94221786-b486-41b5-9099-493d99117208
Suspension d'un contrat de travail,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Le contrat de travail est suspendu dans les cas suivants : exercice du droit de grève, fonction de juré d'assise, maladie ou accident du travail, congé de maternité, de paternité, d'adoption ou parental, congé pour création ou reprise d'entreprise, congé pour exercer un mandat, congé sabbatique, fermeture temporaire de l'entreprise (chômage technique), mise à pied.",d7acb921-0529-48de-ac17-0970ce045db1
Syndic de copropriété,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne (professionnel ou copropriétaire bénévole) chargée d'administrer la copropriété.,9f42e6b6-2604-4438-b137-2251c6aa36b0
Système d'information Schengen (SIS),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Fichier européen permettant aux forces de l'ordre et magistrats des pays de l'espace Schengen d'avoir des informations sur des personnes recherchées (fugitifs, personnes disparues...). Les étrangers refusés à l'entrée d'un pays de l'espace Schengen sont également inscrits dans ce fichier.",1c2ee8cb-60a1-4b5f-88df-b6c4073a6475
Tante,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Sœur du père ou de la mère d'une personne.,e25b8e8a-1815-4164-a096-548c71fd6d61
Tarif conventionnel (Assurance maladie),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Tarif sur la base duquel s'effectue le calcul pour le remboursement d'un acte médical par l'Assurance maladie. Appelé aussi tarif de responsabilité.,0030b37a-46b1-43fa-82d3-faa1a6b18d3d
Tarif d'autorité (Assurance maladie),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Tarif sur la base duquel s'effectue le calcul du remboursement par l'Assurance maladie d'un acte médical dispensé par un médecin non conventionné.,d651f419-dfb0-49e9-a63d-3c907a5b0bbb
Taux d'effort,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Rapport entre la dépense en logement d'une personne et son revenu. Cet indicateur permet de mesurer le poids de la dépense liée à l'occupation du logement sur le budget de cette personne.,592195bb-528b-42d4-bcf7-0ff2ef28e631
Taux de l'usure,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Taux d’intérêt maximum d'un prêt, fixé par la loi et révisé tous les trimestres par la Banque de France.",4de05a6a-7462-4ea7-b5a5-1572684788cd
Taux effectif global (TEG),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Taux d'intérêt annuel, comprenant le taux d'intérêt de base, les frais (fiscaux, d'inscription ou de dossier), commissions et rémunérations diverses et éventuellement les primes d'assurance. S'applique au crédit immobilier ou à la consommation.",a87adf04-8278-43fc-9279-1738edbf486d
Témoin,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne apportant son témoignage dans un dossier judiciaire.,71d115a4-82b3-4109-a357-f0c9e5c5031c
Temps de travail effectif,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Temps pendant lequel un salarié ou un agent public est à la disposition de l'employeur ou de l'administration et se conforme à ses directives sans pouvoir vaquer librement à ses occupations personnelles.,31fbe975-993f-41c5-93ed-b859caad675a
Tenue de compte-conservation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Activité qui consiste à inscrire les titres financiers sur le compte ouvert au nom de leur titulaire, à conserver les avoirs correspondants et à traiter les événements intervenant dans la vie des titres financiers conservés.",67cfd0e9-8e4d-461e-b57b-d99dba4a63b1
Terrain enclavé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Terrain isolé, ne disposant d'aucun accès ou d'une issue insuffisante sur à la voie publique.",bd5759e4-1edb-4a4e-b5e9-6ef581ab9c02
Testateur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne qui rédige le testament.,18bcf9f6-daac-4a7c-8622-823e31a59141
Tierce opposition,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Recours permettant à une personne, alors qu'elle n'était pas partie au procès, de contester la décision rendue.",db7aff19-0733-4cfb-ae38-41389b40643d
Tiers,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Il s'agit d'une autre personne (exemple : l'enfant est confié à un tiers).,763c9dc8-1fd1-4ae0-bea8-4d729675ad45
Tiers (procédure judiciaire),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne étrangère à une affaire judiciaire.,3bbc9ce7-4b45-4b28-bf88-da29078f6460
Tiers digne de confiance,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne (membre de la famille ou pas) à qui le juge des enfants confie le recueil et l'éducation de l'enfant, à titre exceptionnel.",81ae836f-625b-463e-8234-e123f30f9f8f
Tiers-saisi,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Dans le cadre de la saisie sur salaire (saisie rémunérations), le tiers-saisi est par exemple l'employeur qui doit retenir une partie des salaires du salarié.",5f780e86-86cb-46a0-b574-962cdd161382
Titre d'identité récent,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Valide ou périmé depuis moins de 2 ans.,6db19501-84ae-48c2-a9a5-80dd5bffb937
Titre exécutoire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Écrit permettant au créancier d'obtenir le recouvrement forcé de sa créance (saisie des biens).,a356c488-4796-4c37-83ff-5bc4fca89034
Titre exécutoire européen (TEE),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Titre permettant aux particuliers et entreprises de l'Union européenne de faire exécuter des décisions de justice, transactions judiciaires et actes authentiques établis dans l'Union européenne (sauf au Danemark).",61c51c60-a825-4de2-84a3-26068346e110
Titre financier,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Titre négociable sur un marché financier : titre de capital (émis par une société par actions), titre de créance (obligations par exemple), part ou action d'organismes de placement collectif. Appelé aussi ou .",7ad5442e-27de-4d07-81bb-98822d967a00
Travailleur frontalier,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne qui habite dans la zone frontalière d'un pays et qui travaille quotidiennement dans la zone frontalière d'un autre pays.,b90fc205-0bbf-4126-bc44-0f09eb193cff
Trémie,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Dans une construction, espace réservé dans un plancher pour laisser passer un escalier, un ascenseur, une cheminée...",b44aba87-7c45-401f-bded-b0849fc6e872
Trésor Public,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Administration chargée de collecter au nom de l’État l'impôt sur le revenu et les contraventions des contribuables et contrevenants.,de77074f-aee1-4104-87d4-c062ea4eb646
Tribunal,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Lieu de justice où sont jugés les dossiers judiciaires.,c62cfe1c-2ee5-4d2a-91b0-2b0943d24ba6
Tribunal correctionnel,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Tribunal compétent pour les dossiers pénaux en matière de délits (par exemple vol, escroquerie, violences, etc.).",94ea7eba-4e0b-4f62-8391-174f21e75388
Tribunal de proximité,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Le tribunal de proximité est une chambre détachée du tribunal judiciaire compétente pour juger les « petits litiges ». Il a des compétences similaires à celles de l'ancien tribunal d’instance.,d8f68755-5ba9-4c66-99c2-601a38f97d1e
Tribunal judiciaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Le tribunal judiciaire est la juridiction de droit commun en matière civile, commerciale et pénale, c’est-à-dire la juridiction compétente pour tous les litiges qui n’ont pas été spécifiquement attribués par la loi à une autre juridiction.",82b96eb9-b6b2-4e7f-843c-350ce30fd041
Tutelle,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Mesure judiciaire destinée à protéger une personne majeure et/ou tout ou partie de son patrimoine si elle n'est plus en état de veiller sur ses propres intérêts.,3b85f107-c667-4853-947b-e097c1c0a6d1
Tutelles mineurs,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Régime de protection du mineur mis en place lorsque l'enfant n'a ni père, ni mère, ou lorsque les deux parents ont perdu l'autorité parentale ou sont décédés.",c9c21a67-f435-4fe0-b414-e1de95c1bace
Tuteur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne désignée pour exercer la tutelle.,2b032f54-ab76-49d5-bf50-8b606505102f
Unité de compte (assurance-vie),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Supports d’investissement composant un contrat d'assurance-vie multisupports. Les unités de compte sont majoritairement des organismes de placement collectif en valeurs mobilières (OPCVM).,a7dff41c-4556-4855-a140-d7bafd4689c8
Usage professionnel ou usage local,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Pratique d'application générale, constante et fixe au sein d'une profession ou d'une localité et à l'origine d'une règle non écrite s'imposant à l'employeur.",9e419e6f-835e-46d5-b204-5520e238c2a4
Usages locaux,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Règles non écrites fixées par l'usage des lieux : coutumes locales qui s'appliquent à tous, ou usages propres qui s'appliquent à certaines catégories de personnes (agriculteurs, particuliers...).",c0fde624-f36a-499b-bbc0-ad6dad323b88
Valeur de rachat (assurance-vie),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Valeur de remboursement du capital en cas de dénouement anticipé du contrat.,362d74d5-1a8d-49a8-bee6-34c928497094
Valeur locative cadastrale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Niveau de loyer annuel potentiel que la propriété concernée produirait si elle était louée. Sert de base de calcul aux impôts directs locaux : taxe d'habitation, taxe foncière, cotisation foncière des entreprises (CFE).",445edbe2-1e83-4403-a263-29bae46f06d3
Valeur vénale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Montant estimé du prix qui pourrait être obtenu pour un bien, en cas de vente dans les conditions normales de marché. Permet d'enregistrer comptablement des biens entrant dans un patrimoine (succession, donation, transmission d'entreprise, etc.).",be2dd7a2-89e6-42b3-80ad-5899937ee7f6
Valeur vénale du véhicule,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Valeur du véhicule sur le marché de l'occasion s'il n'avait pas subi de sinistre.,70bde57f-ba8f-484d-9130-d1c0fc53e657
"Véhicule ""non prêt à l'emploi""",fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Véhicule que vous avez fait modifier, transformer ou aménager avant sa mise en circulation. Il peut s'agir aussi de celui que vous avez construit vous-même.",8eee45b8-cb2d-456c-8b50-79f4b745f087
Véhicule complet,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Véhicule non dépourvu de ses éléments essentiels (son moteur, son pot catalytique...) et ne contenant pas d'équipements non homologués.",f7f1d61a-f679-4abc-a4b2-21c6f6d49cb2
Véhicule d'occasion (définition fiscale),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Véhicule âgé de plus de 6 mois à la date de livraison et ayant parcouru plus de 6 000 kilomètres.,a6d6379f-bb2a-4779-b60d-e4d62ce069fd
Véhicule particulier (VP),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Véhicule à moteur, construit et conçu pour le transport de personnes, ayant au moins 4 roues, comportant, outre le siège du conducteur, 8 places assises au maximum et dont le poids total en charge autorisé est inférieur à 3,5 tonnes.",319c1f50-77b3-4034-a57b-cbae10b266d8
Vétusté d'un logement loué (résidence principale),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,État d'usure ou de détérioration résultant du temps ou de l'usage normal des matériaux et éléments d'équipement dont est constitué le logement.,693e1584-d1aa-479d-9ba0-67464356abcc
Victime,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne d'un dossier pénal ayant subi un préjudice matériel (par exemple dégradation d'un bien), corporel (par exemple blessures physiques) ou moral (par exemple souffrance, dépression).",f9293375-790e-4c21-9abb-dcf645de6ff1
Vivre en couple,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Mariage, Pacs ou concubinage (union libre).",0b476b7a-8ad1-4b62-aec9-929bc5bbb393
Zone de revitalisation rurale (ZRR),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Zone regroupant des territoires ruraux qui présentent des difficultés économiques et sociales, notamment une faible densité démographique, un déclin de la population totale (ou active) ou une forte proportion d'emplois agricoles.",582d634d-10f3-482a-baac-8df4694922b7
Zone urbaine sensible (ZUS),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Grands ensembles et quartiers d'habitats dégradés considérés comme prioritaires au regard de leur situation socio-économique (fort taux de chômage notamment).,592d7bfd-650c-42ee-a28f-b4178116fdc9
